Date,Open,High,Low,Close,Volume,Adj Close
2015-10-15,94.989998,96.300003,94.900002,95.959999,27557500,95.959999
2015-10-14,94.080002,95.199997,93.610001,94.07,19253400,94.07
2015-10-13,93.660004,95.370003,93.550003,94.120003,19480300,94.120003
2015-10-12,93.32,94.599998,92.669998,94.260002,18449600,94.260002
2015-10-09,92.900002,93.739998,92.239998,93.239998,20012900,93.239998
2015-10-08,91.889999,93.220001,90.470001,92.470001,27290500,92.470001
2015-10-07,93.110001,93.660004,91.370003,92.400002,24129300,92.400002
2015-10-06,94.080002,94.169998,92.339996,92.800003,22488300,92.800003
2015-10-05,92.940002,94.269997,92.660004,94.010002,27292500,94.010002
2015-10-02,88.900002,92.199997,88.370003,92.07,37881700,92.07
2015-10-01,90.050003,90.949997,88.360001,90.949997,29283700,90.949997
2015-09-30,88.440002,90.019997,88.010002,89.900002,36169100,89.900002
2015-09-29,89.099998,90.059998,85.720001,86.669998,42281800,86.669998
2015-09-28,92.080002,92.290001,88.18,89.209999,41199900,89.209999
2015-09-25,95.790001,95.849998,92.059998,92.769997,28961600,92.769997
2015-09-24,93.059998,94.769997,92.239998,94.410004,29106000,94.410004
2015-09-23,93.400002,94.32,92.800003,93.970001,21701400,93.970001
2015-09-22,93.769997,94.68,91.919998,92.959999,36888900,92.959999
2015-09-21,94.620003,96.489998,94.519997,95.550003,28790000,95.550003
2015-09-18,93.199997,95.190002,93.050003,94.400002,62300000,94.400002
2015-09-17,93.370003,95.510002,92.900002,94.339996,27841800,94.339996
2015-09-16,92.900002,93.599998,92.629997,93.449997,16321200,93.449997
2015-09-15,92.370003,93.25,91.790001,92.900002,18859400,92.900002
2015-09-14,92.309998,92.620003,91.599998,92.309998,20127900,92.309998
2015-09-11,91.68,92.080002,91.129997,92.050003,21185000,92.050003
2015-09-10,90.07,92.059998,89.629997,91.980003,26437400,91.980003
2015-09-09,90.779999,91.980003,90.169998,90.440002,32551100,90.440002
2015-09-08,89.690002,90.239998,88.830002,89.529999,27012500,89.529999
2015-09-04,87.199997,88.389999,86.699997,88.260002,27328700,88.260002
2015-09-03,89.760002,89.82,87.730003,88.150002,27048200,88.150002
2015-09-02,88.809998,89.889999,87.629997,89.889999,27190500,89.889999
2015-09-01,86.849998,89.389999,86.50,87.230003,36097400,87.230003
2015-08-31,90.599998,91.050003,88.889999,89.43,32850700,89.43
2015-08-28,89.879997,91.480003,89.790001,91.010002,33215900,91.010002
2015-08-27,89.099998,90.059998,87.190002,89.730003,42431400,89.730003
2015-08-26,85.949997,87.459999,83.260002,87.190002,45124300,87.190002
2015-08-25,86.949997,87.669998,83.00,83.00,52021200,83.00
2015-08-24,77.029999,82.089996,72.00,82.089996,83710700,82.089996
2015-08-21,87.519997,89.18,85.610001,86.059998,62778700,86.059998
2015-08-20,93.540001,94.769997,90.459999,90.559998,44598200,90.559998
2015-08-19,94.629997,96.099998,94.160004,95.309998,23251300,95.309998
2015-08-18,94.080002,95.849998,94.040001,95.169998,22278800,95.169998
2015-08-17,94.419998,94.459999,93.389999,93.93,18313500,93.93
2015-08-14,93.540001,94.720001,93.209999,94.419998,15929700,94.419998
2015-08-13,94.050003,94.730003,93.349998,93.43,17451800,93.43
2015-08-12,92.699997,94.440002,91.190002,94.190002,27050500,94.190002
2015-08-11,93.730003,94.760002,92.900002,93.620003,22491000,93.620003
2015-08-10,95.68,95.900002,93.629997,94.150002,21624200,94.150002
2015-08-07,95.379997,95.400002,93.610001,94.300003,23199100,94.300003
2015-08-06,97.18,98.739998,94.419998,95.120003,42271300,95.120003
2015-08-05,95.25,97.089996,95.18,96.440002,29813200,96.440002
2015-08-04,93.790001,94.730003,93.330002,94.059998,20136000,94.059998
2015-08-03,93.529999,95.080002,92.800003,94.139999,29343100,94.139999
2015-07-31,94.949997,96.330002,93.949997,94.010002,46509000,94.010002
2015-07-30,94.910004,95.809998,91.800003,95.209999,86211300,95.209999
2015-07-29,96.32,97.279999,94.739998,96.989998,64648300,96.989998
2015-07-28,94.839996,95.559998,93.309998,95.290001,35236000,95.290001
2015-07-27,96.580002,96.610001,93.830002,94.169998,38585400,94.169998
2015-07-24,97.349998,97.760002,95.879997,96.949997,33444900,96.949997
2015-07-23,96.959999,97.449997,94.809998,95.440002,29418800,95.440002
2015-07-22,96.739998,97.580002,95.919998,97.040001,28299500,97.040001
2015-07-21,98.949997,99.239998,97.139999,98.389999,39453300,98.389999
2015-07-20,95.849998,98.599998,95.360001,97.910004,54860500,97.910004
2015-07-17,92.550003,95.389999,92.540001,94.970001,54001600,94.970001
2015-07-16,90.279999,90.860001,89.769997,90.849998,21804100,90.849998
2015-07-15,90.00,90.989998,89.419998,89.760002,30886600,89.760002
2015-07-14,90.459999,90.800003,89.650002,89.68,26627800,89.68
2015-07-13,88.660004,90.220001,88.419998,90.099998,29976700,90.099998
2015-07-10,87.349998,88.220001,86.769997,87.949997,23245900,87.949997
2015-07-09,86.730003,87.599998,85.650002,85.879997,23307400,85.879997
2015-07-08,86.290001,86.75,85.449997,85.650002,24399300,85.650002
2015-07-07,87.800003,87.849998,85.230003,87.220001,33059900,87.220001
2015-07-06,86.489998,88.190002,86.389999,87.550003,24635900,87.550003
2015-07-02,87.400002,87.440002,86.339996,87.290001,16908800,87.290001
2015-07-01,86.769997,87.949997,86.489998,86.910004,25260000,86.910004
2015-06-30,86.599998,86.699997,85.57,85.769997,23233200,85.769997
2015-06-29,86.610001,87.50,85.730003,85.800003,35957900,85.800003
2015-06-26,88.120003,88.339996,86.830002,88.010002,38214600,88.010002
2015-06-25,89.260002,89.400002,87.839996,87.980003,27302000,87.980003
2015-06-24,87.660004,89.25,87.449997,88.860001,41370200,88.860001
2015-06-23,84.959999,87.970001,84.760002,87.879997,50667900,87.879997
2015-06-22,83.410004,84.970001,83.309998,84.739998,29383100,84.739998
2015-06-19,82.830002,82.980003,82.120003,82.510002,23353200,82.510002
2015-06-18,81.639999,83.190002,81.57,82.910004,26782600,82.910004
2015-06-17,81.760002,82.220001,81.339996,81.790001,18350300,81.790001
2015-06-16,80.82,81.510002,80.449997,81.059998,13693700,81.059998
2015-06-15,80.550003,80.93,80.07,80.709999,18805100,80.709999
2015-06-12,81.370003,82.089996,81.199997,81.529999,11417900,81.529999
2015-06-11,82.309998,82.900002,81.360001,81.830002,18656800,81.830002
2015-06-10,80.830002,82.599998,80.809998,82.160004,21531200,82.160004
2015-06-09,80.599998,81.190002,79.32,80.669998,16497500,80.669998
2015-06-08,81.82,82.00,80.129997,80.669998,16915500,80.669998
2015-06-05,81.870003,82.459999,81.510002,82.139999,16143100,82.139999
2015-06-04,82.139999,82.949997,81.510002,82.050003,20863900,82.050003
2015-06-03,81.349998,82.529999,81.25,82.440002,31775000,82.440002
2015-06-02,79.760002,81.349998,79.559998,80.440002,18923300,80.440002
2015-06-01,79.300003,80.379997,78.660004,80.290001,18119000,80.290001
